漢字,訓読み
豢,か（う）
豢,やしな（う）
搤,つか（む）
僖,よろこ（ぶ）
僥,ねが（う）
僣,おご（る）
兢,つつし（む）
嘔,うた（う）
嘔,は（く）
嘖,さいな（む）
嘖,さけ（ぶ）
嗾,そそのか（す）
嗽,くちすす（ぐ）
嗽,す（う）
嗽,せ（く）
塹,ほ（る）
孵,かえ（す）
孵,かえ（る）
寤,さと（る）
慇,いた（む）
愨,つつし（む）
愿,つつし（む）
慷,なげ（く）
慟,なげ（く）
慵,おこた（る）
截,き（る）
截,た（つ）
搴,と（る）
摧,くじ（く）
摧,くだ（く）
敲,たた（く）
曄,かがや（く）
蜚,と（ぶ）
槁,かわ（く）
槎,き（る）
榜,こ（ぐ）
榜,むちう（つ）
槃,めぐ（る）
跼,かが（む）
跼,せぐくま（る）
踉,おど（る）
滾,たぎ（る）
漲,みなぎ（る）
漱,くちすす（ぐ）
漱,すす（ぐ）
漾,ただよ（う）
滲,にじ（む）
漓,したた（る）
滌,あら（う）
滌,すす（ぐ）
輓,ひ（く）
箝,つぐ（む）
箝,はさ（む）
箒,は（く）
箒,はら（う）
箚,さ（す）
箚,しる（す）
髣,に（る）
銜,ふく（む）
銓,えら（ぶ）
銓,はか（る）
綺,いろ（う）
緇,くろ（む）
綢,まと（う）
綯,な（う）
綰,たく（る）
綰,たぐ（る）
綰,つな（ぐ）
綰,むす（ぶ）
犒,ねぎら（う）
酲,よ（う）
酳,すす（ぐ）
酳,すす（る）
甄,つく（る）
熄,や（む）
煕,ひか（る）
煕,よろこ（ぶ）
熏,いぶ（す）
熏,や（く）
誣,あざむ（く）
誣,そし（る）
誦,よ（む）
誚,しか（る）
誚,そし（る）
誑,あざむ（く）
誑,たぶらか（す）
誑,たら（す）
裹,つつ（む）
裹,まと（う）
裴,たちもとお（る）
鞁,くらお（く）
鞅,うら（む）
鞅,にな（う）
睹,み（る）
殞,し（ぬ）
遘,あ（う）
遘,であ（う）
竭,ことごと（く）
趙,およ（ぶ）
窩,かく（す）
窩,かくま（う）
禊,はら（う）
劄,さ（す）
劄,しる（す）
慠,おご（る）
摏,つ（く）
厲,と（ぐ）
厲,はげ（む）
厲,や（む）
澂,す（む）
儚,はかな（む）
冪,おお（う）
劈,さ（く）
劈,つんざ（く）
噎,むせ（ぶ）
嘶,いなな（く）
嫺,なら（う）
嫻,なら（う）
慳,しぶ（る）
慫,おどろ（く）
憚,はばか（る）
戮,ころ（す）
撓,しな（う）
撓,しわ（る）
撓,たわ（む）
撥,のぞ（く）
撕,さ（く）
撩,いど（む）
撈,と（る）
麾,さしまね（く）
蝟,むらが（る）
樅,つ（く）
樛,めぐ（る）
樔,すく（う）
膠,つ（く）
踟,たちもとお（る）
踟,ためら（う）
踞,うずくま（る）
踞,おご（る）
滕,わ（く）
澆,そそ（ぐ）
濆,ふ（く）
濆,わ（く）
輟,つづ（る）
駘,ふ（む）
瑩,みが（く）
髴,に（る）
磋,みが（く）
碾,ひ（く）
鋏,はさ（む）
銷,け（す）
銷,ち（る）
緤,つな（ぐ）
縅,おど（す）
緝,つむ（ぐ）
醂,あわ（す）
醂,さわ（す）
熨,の（す）
熙,ひか（る）
熙,よろこ（ぶ）
熈,ひか（る）
熈,よろこ（ぶ）
熬,い（る）
諍,あらそ（う）
諂,おもね（る）
諂,へつら（う）
諛,へつら（う）
鬧,さわ（ぐ）
褫,うば（う）
褫,は（ぐ）
獗,くる（う）
獗,たけ（る）
瞑,つぶ（る）
瞑,つむ（る）
瞋,いか（る）
餉,おく（る）
靠,たが（う）
靠,よ（る）
賚,たま（う）
遨,あそ（ぶ）
皺,しわ（む）
翦,き（る）
翦,そ（ぐ）
翦,はさ（む）
翩,ひるがえ（る）
臧,かく（す）
噁,いか（る）
牖,みちび（く）
僭,おご（る）
冀,こいねが（う）
噤,つぐ（む）
嘯,うそぶ（く）
嘯,しか（る）
噬,か（む）
噬,く（う）
噪,さわ（ぐ）
嚆,さけ（ぶ）
圜,めぐ（る）
壅,さえぎ（る）
壅,ふさ（ぐ）
徼,さえぎ（る）
徼,めぐ（る）
憑,かか（る）
憑,たの（む）
憑,つ（く）
憑,よ（る）
懌,よろこ（ぶ）
懊,うら（む）
懊,なや（む）
懈,おこた（る）
擅,ゆず（る）
撻,むちう（つ）
擂,う（つ）
擂,す（る）
擂,みが（く）
黔,くろ（む）
曁,いた（る）
曁,およ（ぶ）
耨,くさぎ（る）
耨,す（く）
閼,さえぎ（る）
閼,ふさ（ぐ）
閾,くぎ（る）
霑,うるお（う）
霑,うるお（す）
橦,つ（く）
橈,くじ（く）
橈,たわ（む）
蹂,ふみにじ（る）
蹂,ふ（む）
踵,いた（る）
踵,つ（ぐ）
踵,ふ（む）
踰,こ（す）
踴,おど（る）
澡,あら（う）
澡,すす（ぐ）
澣,あら（う）
澣,すす（ぐ）
駮,なじ（る）
駭,おどろ（く）
駢,なら（ぶ）
歔,すすりな（く）
雕,え（る）
雕,きざ（む）
雕,ほ（る）
篩,ふる（う）
磔,さ（く）
縊,くく（る）
縊,くび（る）
縉,さしはさ（む）
縋,すが（る）
縢,かが（る）
縒,よ（る）
熹,あぶ（る）
熹,よろこ（ぶ）
熾,おこ（す）
燔,あぶ（る）
燔,や（く）
燗,に（る）
燎,や（く）
諞,へつら（う）
諳,さと（る）
諷,あてこす（る）
鬨,さわ（ぐ）
鬨,たたか（う）
襁,お（う）
頤,やしな（う）
頷,うなず（く）
瞠,みは（る）
瞞,あざむ（く）
瞞,だま（す）
餔,く（う）
餔,やしな（う）
餒,くさ（る）
殫,ことごと（く）
殪,ころ（す）
殪,し（ぬ）
殪,たお（す）
蕾,つぼ（む）
薨,し（ぬ）
薨,みまか（る）
薀,つ（む）
薈,しげ（る）
覦,こいねが（う）
覦,ねが（う）
覦,のぞ（む）
覩,み（る）
遶,めぐ（る）
邁,ゆ（く）
盥,すす（ぐ）
盥,そそ（ぐ）
罹,かか（る）
窶,やつ（す）
臻,いた（る）
臻,きた（る）
篡,うば（う）
篡,と（る）
噦,しゃく（る）
噦,むかつ（く）
謌,うた（う）
黏,ねば（る）
簒,うば（う）
簒,と（る）
嚏,はなひ（る）
嬲,なぶ（る）
嬪,そ（う）
擘,さ（く）
擘,つんざ（く）
擱,お（く）
擠,お（す）
擠,くじ（く）
擣,う（つ）
擣,たた（く）
擣,つ（く）
擯,みちび（く）
黜,おと（す）
黝,くろ（む）
螫,さ（す）
檪,こす（る）
蹉,つまず（く）
蹌,うご（く）
蹌,はし（る）
蹌,よろめ（く）
蹇,おご（る）
蹇,なえ（ぐ）
蹇,なや（む）
蹈,ふ（む）
膺,う（つ）
馘,くびき（る）
馘,みみき（る）
濬,さら（う）
濘,ぬか（る）
輾,めぐ（る）
駸,はし（る）
歛,ねが（う）
歛,のぞ（む）
鍼,さ（す）
縻,しば（る）
縻,つな（ぐ）
繆,あやま（る）
繆,いつわ（る）
繆,たが（う）
繆,もと（る）
繃,ま（く）
縲,しば（る）
縲,つな（ぐ）
聳,そばだ（つ）
聳,つつし（む）
燬,や（く）
諱,い（む）
謇,ども（る）
謗,そし（る）
謖,た（つ）
謨,はか（る）
褻,あなど（る）
襄,のぼ（る）
襄,はら（う）
瞰,のぞ（む）
瞰,み（る）
癆,いた（む）
餤,く（う）
餤,すす（む）
餞,おく（る）
藉,か（す）
藉,し（く）
藉,ふ（む）
藉,よ（る）
覯,あ（う）
覯,み（る）
覬,こいねが（う）
覬,ねが（う）
覬,のぞ（む）
賻,おく（る）
賺,すか（す）
賺,だま（す）
邂,あ（う）
遽,せま（る）
盪,あら（う）
盪,うご（く）
盪,はら（う）
艱,なや（む）
翳,かげ（る）
翳,かざ（す）
翳,かす（む）
虧,か（く）
獮,か（る）
獮,ころ（す）
嚔,はなひ（る）
戳,つ（く）
擲,なぐ（る）
擲,なげう（つ）
擺,ひら（く）
擽,う（つ）
擽,くすぐ（る）
擽,はら（う）
斃,し（ぬ）
闖,うかが（う）
闕,か（く）
闕,のぞ（く）
蟠,めぐ（る）
蟠,わだかま（る）
蹙,け（る）
蹙,せま（る）
蹙,つつし（む）
蹠,ふ（む）
蹣,よろめ（く）
蹤,したが（う）
臑,に（る）
濺,そそ（ぐ）
瀉,くだ（す）
瀉,そそ（ぐ）
瀉,は（く）
濾,こ（す）
繚,まと（う）
繚,めぐ（る）
繙,ひもと（く）
繞,まと（う）
繞,めぐ（る）
馥,かお（る）
聶,ささや（く）
釐,たま（う）
燿,かがや（く）
燿,かがよ（う）
燻,いぶ（す）
燻,や（く）
謾,あざむ（く）
謾,あなど（る）
謾,おこた（る）
鞫,ただ（す）
謳,うた（う）
謫,なが（す）
鬩,せめ（ぐ）
鞣,なめ（す）
瞿,み（る）
瞻,み（る）
餮,むさぼ（る）
覲,あ（う）
羂,くく（る）
羃,おお（う）
竄,はな（す）
騈,なら（ぶ）
嚥,の（む）
嚮,ひび（く）
嚮,む（く）
嬾,おこた（る）
懶,おこた（る）
攀,すが（る）
攀,ひ（く）
櫟,こす（る）
蹶,た（つ）
蹶,つまず（く）
蹲,うずくま（る）
蹲,つくば（う）
躇,たちもとお（る）
躇,ためら（う）
躇,ふ（む）
躇,わた（る）
瀝,したた（る）
瀝,そそ（ぐ）
騙,かた（る）
騙,だま（す）
籀,よ（む）
鏤,え（る）
鏤,かざ（る）
鏤,きざ（む）
鏨,え（る）
鏨,ほ（る）
爍,ひか（る）
譌,あやま（る）
譌,いつわ（る）
譌,なま（る）
譏,そし（る）
譎,いつわ（る）
譛,いつわ（る）
譛,そし（る）
羸,よわ（る）
餽,おく（る）
餽,まつ（る）
餾,む（す）
韲,くだ（く）
靡,おご（る）
靡,なび（く）
蘊,つ（む）
疆,かぎ（る）
蹻,おご（る）
繳,かえ（す）
歠,すす（る）
歠,の（む）
嚶,な（く）
懽,よろこ（ぶ）
攘,ぬす（む）
攘,はら（う）
攘,ゆず（る）
齟,か（む）
齟,くいちが（う）
闡,ひら（く）
蠕,うご（く）
蠕,うごめ（く）
躅,ふ（む）
躄,いざ（る）
躁,うご（く）
躁,さわ（ぐ）
韜,かく（す）
韜,つつ（む）
飄,ただよ（う）
飄,ひるがえ（る）
瀾,なみだ（つ）
瀰,はびこ（る）
騫,あやま（る）
騫,と（ぶ）
驀,の（る）
簪,かざ（す）
籌,はか（る）
鏗,う（つ）
鏗,つ（く）
辮,あ（む）
辮,く（む）
譬,さと（す）
譟,さわ（ぐ）
襭,つまばさ（む）
矍,いさ（む）
矍,みまわ（す）
贍,すく（う）
贍,た（す）
贏,あま（る）
贏,か（つ）
贏,にな（う）
蘯,あら（う）
蘯,うご（く）
蘯,はら（う）
躃,いざ（る）
騭,のぼ（る）
韞,かく（す）
韞,つつ（む）
衊,けが（す）
飜,ひるがえ（す）
飜,ひるがえ（る）
儷,なら（ぶ）
嚼,か（む）
囁,ささや（く）
囃,はや（す）
囀,さえず（る）
懼,おどろ（く）
齦,か（む）
齧,かじ（る）
齧,か（む）
鰥,や（む）
齎,もたら（す）
闢,ひら（く）
蠢,うごめ（く）
躋,のぼ（る）
躊,たちもとお（る）
躊,ためら（う）
鐫,うが（つ）
鐫,え（る）
鐫,ほ（る）
纉,つ（ぐ）
醺,よ（う）
爛,に（る）
譖,いつわ（る）
譖,そし（る）
饐,むせ（ぶ）
饋,おく（る）
饒,あま（る）
籒,よ（む）
彎,ひ（く）
攤,ひら（く）
龕,か（つ）
齬,くいちが（う）
齪,つつし（む）
鷙,う（つ）
霾,つちふ（る）
蠧,むしば（む）
躓,つまず（く）
躑,たちもとお（る）
躔,ふ（む）
躔,めぐ（る）
灑,あら（う）
灑,そそ（ぐ）
轢,きし（る）
轢,ひ（く）
轢,ふみにじ（る）
驕,おご（る）
顫,おどろ（く）
糴,か（う）
饕,むさぼ（る）
覿,あ（う）
覿,しめ（す）
覿,み（る）
鬻,ひさ（ぐ）
贓,かく（す）
贖,あがな（う）
禳,はら（う）
攣,つ（る）
攣,ひきつ（る）
攫,さら（う）
攫,つか（む）
蠱,まどわ（す）
躙,にじ（る）
躙,ふみにじ（る）
鑢,す（る）
鑚,うが（つ）
鑚,き（る）
纓,まと（う）
齏,くだ（く）
邏,みまわ（る）
邏,めぐ（る）
曬,さら（す）
囓,かじ（る）
囓,か（む）
齷,こせつ（く）
蠹,むしば（む）
驟,はし（る）
讙,よろこ（ぶ）
讒,そし（る）
癲,くる（う）
羈,つな（ぐ）
攬,と（る）
躡,お（う）
躡,のぼ（る）
躡,は（く）
躡,ふ（む）
臠,みそなわ（す）
釁,ちぬ（る）
釁,ぬ（る）
糶,う（る）
纘,つ（ぐ）
鬭,たたか（う）
躪,にじ（る）
躪,ふみにじ（る）
鑷,ぬ（く）
鬮,たたかいと（る）
矚,み（る）
黷,けが（す）
驤,はし（る）
驩,よろこ（ぶ）
鑽,うが（つ）
鑽,き（る）
鑿,うが（つ）
癴,ひきつ（る）
爨,かし（ぐ）
