漢字,訓読み
繊,"しな（やか）,ちい（さい）,ほそ（い）"
襟,
繭,
顕,"あき（らか）,あらわ（す）,あらわ（れる）"
懲,"こ（らしめる）,こ（らす）,こ（りる）"
癒,"い（える）,い（やす）"
韻,
覇,
璽,
羅,つら（なる）
譜,"しる（す）,つづ（く）"
藻,
懸,"か（かる）,か（ける）,へだ（たる）"
醸,かも（す）
騰,"あ（がる）,のぼ（る）"
艦,
巾,
乞,こ（う）
匂,にお（う）
牙,
勾,"とら（える）,ま（がる）"
爪,
氾,"あふ（れる）,ひろ（がる）"
瓦,
丼,
𠮟,しか（る）
尻,
旦,
叱,しか（る）
臼,
汎,"あふ（れる）,う（かぶ）,ひろ（い）"
伎,
弄,"もてあそ（ぶ）,あなど（る）,いじく（る）,いじ（る）,いら（う）,たわむ（れる）,まさぐ（る）"
串,"つらぬ（く）,な（れる）"
汰,"おご（る）,にご（る）,よな（げる）"
呂,
肘,
沙,よな（げる）
芯,
沃,"こ（える）,そそ（ぐ）"
那,"いかん（ぞ）,なん（ぞ）"
冶,"い（る）,と（ける）,なまめ（かしい）"
妖,"あや（しい）,なまめ（かしい）,わざわ（い）"
刹,
妬,"ねた（む）,そね（む）,や（く）"
虎,
狙,ねら（う）
呪,"のろ（う）,まじな（い）,まじな（う）"
股,
采,と（る）
枕,
旺,さか（ん）
弥,"あまね（し）,つくろ（う）,ひさ（しい）,わた（る）"
拉,"くじ（く）,ひ（く）,ひし（ぐ）,ひしゃ（げる）"
苛,"いじ（める）,いら（だつ）,から（い）,きび（しい）,さいな（む）,むご（い）,わずら（わしい）"
宛,"あ（てる）,あたか（も）,さなが（ら）"
玩,"あじ（わう）,もてあそ（ぶ）"
咽,"の（む）,むせ（ぶ）,むせ（る）"
拭,"ぬぐ（う）,ふ（く）"
怨,"うら（み）,うら（む）"
柵,
侶,
畏,"おそ（れる）,かしこ（い）,かしこ（まる）"
拶,せま（る）
眉,としよ（り）
訃,"し（らせ）,つ（げる）"
柿,
勃,"お（こる）,にわ（かに）"
虹,
昧,くら（い）
剥,"は（がす）,は（がれる）,は（ぐ）,は（げる）,と（る）,む（く）"
脇,かたわ（ら）
剝,"は（がす）,は（がれる）,は（ぐ）,は（げる）,と（る）,む（く）"
脊,
捗,はかど（る）
酎,
袖,
哺,"はぐく（む）,ふく（む）"
捉,"とら（える）,つか（まえる）,と（る）"
冥,くら（い）
恣,
凄,"さむ（い）,すご（い）,すご（む）,すさ（まじい）"
挫,"くじ（く）,くじ（ける）"
挨,"お（す）,ひら（く）"
拳,
釜,
唄,うた（う）
桁,
俺,
戚,"いた（む）,うれ（える）"
亀,
爽,"さわ（やか）,あき（らか）,たが（う）"
唾,
貪,むさぼ（る）
萎,"な（える）,しお（れる）,しな（びる）,しぼ（む）,つか（れる）"
堆,うずたか（い）
惧,おそ（れる）
舷,
捻,"ねじ（る）,ひね（る）"
淫,"みだ（ら）,あふ（れる）,おお（きい）,ふけ（る）,みだ（す）"
痕,
頃,しばら（く）
斬,き（る）
曽,"かさ（なる）,かつ（て）,すなわ（ち）,ま（す）"
崖,かどだ（つ）
羞,"すす（める）,は（じる）,はずかし（め）,はずかし（める）"
梗,"おおむ（ね）,かた（い）,つよ（い）,ふさ（がる）"
椎,う（つ）
痩,"や（せる）,こ（ける）,ほそ（い）"
湧,わ（く）
葛,
椅,
喩,"さと（す）,たと（える）,よろこ（ぶ）"
斑,
貼,"は（る）,つ（ける）"
嵐,
須,"しばら（く）,すべから（く）,すべか（らく）,ま（つ）,もち（いる）,もと（める）"
喉,
䇳,ときあ（かし）
喻,"さと（す）,たと（える）,よろこ（ぶ）"
睦,"むつ（ぶ）,むつ（まじい）,むつ（む）"
頓,"くる（しむ）,つか（れる）,つまず（く）,とど（まる）,とみ（に）,ぬか（ずく）"
嗅,か（ぐ）
填,"うず（まる）,うず（める）,は（まる）,は（める）,ふさ（がる）,ふさ（ぐ）"
溺,おぼ（れる）
賂,"まいな（い）,まいな（う）"
彙,あつ（める）
腎,
毀,"こぼ（つ）,こわ（す）,そし（る）,や（せる）,やぶ（る）,やぶ（れる）"
慄,"おそ（れる）,おのの（く）"
彚,あつ（める）
蜂,むら（がる）
腫,"は（らす）,は（れる）"
嫉,"そね（む）,にく（む）,ねた（む）"
蓋,"おお（い）,おお（う）,けだ（し）"
傲,"あそ（ぶ）,あなど（る）,おご（る）"
詮,"えら（ぶ）,しら（べる）,そな（わる）"
裾,
詣,"もう（でる）,いた（る）,まい（る）"
窟,
腺,
塞,"ふさ（がる）,ふさ（ぐ）,せ（く）,み（ちる）"
楷,のっと（る）
羨,"うらや（ましい）,うらや（む）,あま（る）"
塡,"うず（まる）,うず（める）,は（まる）,は（める）,ふさ（がる）,ふさ（ぐ）"
煎,"い（る）,に（る）"
隙,
僅,"わず（か）,わず（かに）"
箋,ときあ（かし）
蔑,"さげす（む）,くら（い）,ないがし（ろ）,なみ（する）"
瘍,
蜜,
辣,"から（い）,きび（しい）,むご（い）"
貌,
遡,"さかのぼ（る）,む（かう）"
綻,"ほころ（びる）,ほころ（ぶ）"
瑠,
遜,"のが（れる）,へりくだ（る）,ゆず（る）"
璃,
頬,
駒,
餅,
潰,"つぶ（す）,つぶ（れる）,つい（える）,みだ（れる）"
摯,"あら（い）,と（る）"
蔽,"おお（い）,おお（う）,くら（い）,さだ（める）"
膝,
踪,
誰,
嘲,"あざけ（る）,からか（う）"
畿,
憧,あこが（れる）
罵,ののし（る）
稽,"かんが（える）,とどこお（る）,とど（める）"
箸,
餌,く（う）
憬,あこが（れる）
𥡴,"かんが（える）,とどこお（る）,とど（める）"
頰,
麺,
諦,"あきら（める）,つまび（らか）"
錮,"かた（い）,ながわずら（い）,ふさ（ぐ）"
賭,か（ける）
錦,
諧,"かな（う）,たわむ（れ）,ととの（う）,やわ（らぐ）"
緻,こま（かい）
骸,
醒,"さ（ます）,さ（める）"
膳,そな（える）
瞳,
謎,
鍋,
曖,"おお（う）,かげ（る）,くら（い）"
戴,いただ（く）
鍵,
臆,おしはか（る）
闇,くら（い）
瞭,あき（らか）
鎌,
璧,
顎,
藤,
藍,
韓,
蹴,け（る）
艶,"あで（やか）,うらや（む）,なまめ（かしい）"
麓,
鶴,
籠,"こ（もる）,こ（める）"
鬱,"さか（ん）,しげ（る）,ふさ（ぐ）"
乃,すなわ（ち）
卜,"うらな（い）,うらな（う）"
叉,"こまぬ（く）,こまね（く）,さ（す）"
巳,
勺,
之,"こ（の）,ゆ（く）"
也,
丑,
勿,"な（い）,なか（れ）,な（し）"
云,い（う）
仇,
尤,"すぐ（れる）,とが（める）,もっと（も）"
巴,
什,
壬,
匁,
廿,
允,"まこと（に）,ゆる（す）"
帀,めぐ（る）
疋,
弗,
禾,
叶,かな（う）
匝,めぐ（る）
乎,
凧,
弘,"ひろ（い）,ひろ（める）"
戊,
汀,
仔,"こま（か）,た（える）"
只,
乍,"たちま（ち）,なが（ら）"
叩,"たた（く）,はた（く）,ひか（える）"
卯,
亘,わた（る）
亙,わた（る）
牟,"な（く）,むさぼ（る）"
托,"お（く）,お（す）,たの（む）"
伍,いつ（つ）
此,"か（く）,こ（の）"
艮,
瓜,
亥,
凪,な（ぐ）
弛,"たゆ（む）,たる（む）,ゆる（む）"
辻,
而,"しか（して）,しか（も）,しか（るに）,しか（れども）"
吃,"く（う）,す（う）,ども（る）"
吊,"つ（る）,つる（す）"
肋,
亦,
伊,
夙,"つと（に）,はや（い）"
汐,
曳,ひ（く）
吋,
匡,"すく（う）,ただ（す）"
尖,"するど（い）,とが（る）"
夷,"ころ（す）,たい（らか）,たい（らげる）"
牝,
丞,たす（ける）
舛,"いりま（じる）,そむ（く）"
圭,
汝,
戎,おお（きい）
兇,"おそ（れる）,わる（い）"
旭,
庄,
佃,"か（り）,たがや（す）"
吞,の（む）
牡,
扮,"かざ（る）,よそお（う）"
苅,か（る）
沌,ふさ（がる）
李,
酉,
辿,たど（る）
庇,かば（う）
宏,"おお（きい）,ひろ（い）"
杢,
辰,
杖,
芹,
杜,"と（じる）,ふさ（ぐ）"
伽,
杏,
吾,わ（が）
坐,"いなが（ら）,いま（す）,おわ（す）,すわ（る）,そぞろ（に）,ましま（す）"
妓,
冴,"こお（る）,さ（える）"
兎,
呑,の（む）
芥,
宍,
灼,"あき（らか）,や（く）"
芙,
吻,
汲,"く（む）,ひ（く）"
劫,"おびや（かす）,かす（める）"
牢,かた（い）
灸,
伶,さか（しい）
玖,
芭,
邑,うれ（える）
杓,しゃく（う）
甫,"おお（きい）,はじ（め）"
禿,"ち（びる）,は（げる）"
孜,つと（める）
亨,"とお（る）,に（る）"
呆,"あき（れる）,おろ（か）"
佑,"たす（け）,たす（ける）"
迄,"いた（る）,およ（ぶ）"
宋,
迂,"とお（い）,まが（る）"
吠,ほ（える）
孟,はじ（め）
枇,
其,そ（の）
侠,
茅,
祁,"おお（いに）,おお（きい）,さか（んに）"
佼,うつく（しい）
尭,たか（い）
怯,"お（じる）,おび（える）,ひる（む）"
斧,
杷,
欣,よろこ（ぶ）
狛,
姑,しばら（く）
庖,
朋,
狗,
杵,
苒,"しげ（る）,すす（む）,やわ（らか）"
怜,"あわ（れむ）,さと（い）"
妾,
坦,たい（ら）
苓,
姐,
苧,
竺,あつ（い）
宕,
於,"お（いて）,お（ける）"
咒,"のろ（う）,まじな（い）,まじな（う）"
陀,
或,"あ（る）,ある（いは）"
苑,ふさ（がる）
奄,"おお（う）,たちま（ち）,ふさ（がる）"
岨,そばだ（つ）
岱,
苔,
苫,
昌,さか（ん）
茄,
坤,
忽,"たちま（ち）,ゆるが（せ）"
沓,"かさ（なる）,むさぼ（る）"
肱,
肴,
杭,わた（る）
沫,
昂,"あ（がる）,たか（い）,たかぶ（る）"
庚,
昏,"くら（い）,くら（む）,く（れ）"
些,"いささ（か）,すこ（し）"
函,い（れる）
卦,"うらな（い）,うらな（う）"
帖,た（れる）
兔,
阿,"おもね（る）,よ（る）"
侃,つよ（い）
頁,
柏,
粂,
荊,
穿,"うが（つ）,つらぬ（く）,は（く）,ほじく（る）,ほじ（る）"
荏,やわ（らか）
茸,しげ（る）
姶,みめよ（い）
茜,
叛,"そむ（く）,はな（れる）"
柁,
哉,
巷,
珊,
姪,
剃,そ（る）
屍,
栂,
柘,
狐,
柊,
廼,すなわ（ち）
洲,
殆,"あや（うい）,ほとん（ど）"
酋,
矧,は（ぐ）
盃,
祢,
胡,"いずく（んぞ）,ながい（き）,なん（ぞ）,みだ（り）"
柚,
郁,"かぐわ（しい）,さか（ん）"
祇,
宥,"なだ（める）,ゆる（す）"
盈,み（ちる）
祐,"たす（け）,たす（ける）"
歪,"いが（む）,ひず（む）,ゆが（む）"
韭,
荆,
珂,
洛,つら（なる）
俠,
耶,
籾,
竿,
柑,
姦,かしま（しい）
凾,い（れる）
恰,あたか（も）
俣,
柾,
廻,"まわ（す）,まわ（る）,めぐ（らす）,めぐ（る）"
虻,
洩,"の（びる）,も（れる）"
姥,
恢,"おお（きい）,ひろ（い）"
垢,"けが（れる）,よご（れる）"
臥,ふ（す）
亮,あき（らか）
娃,うつく（しい）
粁,
胤,
俄,にわ（か）
毘,たす（ける）
衿,
彦,
毗,たす（ける）
玲,
咳,"しわぶ（く）,せ（く）"
迦,
按,"おさ（える）,かんが（える）,しら（べる）"
砥,"と（ぐ）,みが（く）"
凌,しの（ぐ）
桧,
狼,みだ（れる）
耽,ふけ（る）
套,"おお（い）,かさ（ねる）"
迺,すなわ（ち）
桓,
峨,けわ（しい）
涛,
悌,
恕,"おもいや（る）,ゆる（す）"
桐,
荻,
哩,
蚤,はや（い）
隼,
浬,
栗,"おのの（く）,きび（しい）"
栖,す（む）
啄,ついば（む）
窄,"すぼ（む）,せば（まる）,せま（い）,つぼ（む）"
朔,
涌,わ（く）
紐,
釘,
莱,
狸,
柴,ふさ（ぐ）
挺,"ぬき（んでる）,ぬ（く）"
晒,さら（す）
晋,すす（む）
砺,"と（ぐ）,みが（く）"
凋,しぼ（む）
峻,"おお（きい）,きび（しい）,けわ（しい）,たか（い）"
紗,
莵,
砧,
疹,
豹,
脆,"かる（い）,もろ（い）,やわ（らかい）,よわ（い）"
狽,
唖,わら（う）
屑,いさぎよ（い）
秤,
栴,
笈,
娩,う（む）
倭,
圃,
翆,
倦,"あ（きる）,あぐ（む）,う（む）,つか（れる）"
倶,とも（に）
匪,あら（ず）
挽,ひ（く）
訊,"き（く）,たず（ねる）,たよ（り）,と（う）"
桂,
珪,
矩,
盌,
捌,"さば（く）,さば（ける）,は（かす）,は（ける）"
畠,
莫,"く（れ）,さび（しい）,な（い）"
桔,
俱,とも（に）
倖,"さいわ（い）,へつら（う）"
晃,"あき（らか）,ひか（る）"
粍,
涜,"あなど（る）,けが（す）"
浩,"おお（い）,おお（きい）,おご（る）,ひろ（い）"
莞,
峩,けわ（しい）
皋,
砿,
秦,
哨,
閃,ひらめ（く）
紘,ひろ（い）
峯,
烏,"いずく（んぞ）,くろ（い）,なん（ぞ）"
琢,みが（く）
紬,つむ（ぐ）
啐,な（める）
婁,"つな（ぐ）,つな（がれる）"
惇,あつ（い）
偓,かか（わる）
雀,
捺,お（す）
蛋,
掻,か（く）
崕,かどだ（つ）
埴,
捷,"か（つ）,はや（い）"
埜,いや（しい）
淳,あつ（い）
淋,"さび（しい）,したた（る）,そそ（ぐ）"
渚,
庵,
釧,
娼,
啞,わら（う）
渕,"おくぶか（い）,ふか（い）"
雫,
掩,"おお（う）,かば（う）,たちま（ち）"
焔,も（える）
痔,
菖,
惟,"おも（う）,おも（うに）,おもんみ（る）"
梯,
蛎,
萊,
凰,
寅,つつし（む）
逗,とど（まる）
舵,
梢,
壷,
祷,"いの（る）,まつ（る）"
淘,よな（げる）
捲,"ま（く）,まく（る）,めく（る）"
梼,おろ（か）
桶,
牽,"つら（なる）,ひ（く）"
椛,
粕,
惚,"とぼ（ける）,ほう（ける）,ぼ（ける）,ほ（れる）"
彪,
梱,
訣,わか（れる）
兜,
釦,
袷,
萄,
袴,
菩,
掬,"すく（う）,むす（ぶ）"
梧,
絃,
烹,に（る）
萌,"きざ（す）,めぐ（む）,めば（え）,も（える）,も（やし）"
萠,"きざ（す）,めぐ（む）,めば（え）,も（える）,も（やし）"
逢,"あ（う）,おお（きい）,むか（える）"
埠,
皐,
菅,
彬,あき（らか）
砦,
笹,
梓,
笥,
畦,
捧,"かか（える）,ささ（げる）"
笠,
悉,"ことごと（く）,つく（す）,つぶさ（に）"
袈,
猪,
這,"こ（の）,は（う）"
梶,
躯,
梁,
掠,"かす（める）,かす（る）,かす（れる）,さら（う）,むちう（つ）"
晦,"くら（い）,くら（ます）"
菱,
甜,"あま（い）,うま（い）"
淀,よど（む）
掴,つか（む）
琉,
畢,"お（わる）,ことごと（く）"
偲,しの（ぶ）
匙,
貰,"か（りる）,もら（う）,ゆる（す）"
揃,"そろ（い）,そろ（う）,そろ（える）"
葡,
靭,しな（やか）
牌,
硲,
斐,
厨,
琵,
椙,
詑,あざむ（く）
筏,
棲,す（む）
溌,"そそ（ぐ）,は（ねる）"
弼,"たす（け）,たす（ける）"
斌,うるわ（しい）
靱,しな（やか）
焚,"た（く）,や（く）"
隈,
遥,"さまよ（う）,とお（い）,なが（い）,はる（か）"
禄,さいわ（い）
裡,
屡,
脹,"は（れる）,ふく（よか）,ふく（れる）"
琳,
湛,"あつ（い）,しず（む）,たた（える）,ふか（い）,ふけ（る）"
智,さと（い）
筑,
葎,
註,ときあか（す）
椀,
堵,
菟,
琶,
焰,も（える）
惣,すべ（て）
敦,あつ（い）
棉,
葢,"おお（い）,おお（う）,けだ（し）"
董,ただ（す）
喋,"しゃべ（る）,ふ（む）"
湊,あつ（まる）
葱,あお（い）
巽,ゆず（る）
悶,もだ（える）
椋,
稀,"うす（い）,まば（ら）"
瑛,
湘,
甥,
閏,
淵,"おくぶか（い）,ふか（い）"
渠,"おお（きい）,なん（ぞ）"
卿,
喬,"おご（る）,たか（い）"
揖,"あつ（まる）,ゆず（る）"
欽,"うやま（う）,つつし（む）"
戟,
堰,せ（く）
筈,
葵,
黍,
蛭,
疏,"あら（い）,うと（い）,うと（む）,おろそ（か）,とお（す）,とお（る）,まば（ら）"
惹,"ひ（く）,まね（く）"
斯,"か（かる）,か（く）,こ（の）"
雁,
蛛,
萱,
韮,
粥,ひさ（ぐ）
蛤,
鈎,"か（ける）,ま（がる）"
絢,
堺,
葺,"つくろ（う）,ふ（く）"
菰,
喰,"く（う）,く（らう）"
壺,
渥,"あつ（い）,うるお（い）,こ（い）"
覗,"うかが（う）,のぞ（く）"
蛙,みだ（ら）
粟,
犀,"かた（い）,するど（い）"
凱,やわ（らぐ）
寓,"かこつ（ける）,やど（る）,よ（せる）"
竣,お（わる）
腔,
喧,"かまびす（しい）,やかま（しい）"
萩,
硯,
蒙,"おお（う）,くら（い）,こうむ（る）"
馳,は（せる）
碍,"ささ（える）,さまた（げる）"
楢,
爺,
嵩,"かさ（む）,たか（い）"
楊,
碓,
傭,"やと（い）,やと（う）"
猷,はか（る）
蓉,
蒐,"あつ（める）,か（り）"
椴,
愈,"い（える）,い（やす）,まさ（る）"
塙,かた（い）
馴,"おし（え）,な（らす）,な（れる）,よ（い）"
楕,
嵯,けわ（しい）
逼,せま（る）
禽,とら（える）
鉤,"か（ける）,ま（がる）"
摸,"うつ（す）,さぐ（る）"
幌,
鈷,
楠,
跨,"また（がる）,また（ぐ）"
瑚,
稗,こま（かい）
楳,
煤,すす（ける）
塘,
蓑,
椿,
蒔,"う（える）,ま（く）"
獅,
碇,
禎,さいわ（い）
鼎,まさ（に）
蒜,
畷,
鳩,"あつ（まる）,あつ（める）,やす（んずる）"
嵳,けわ（しい）
楓,
蒲,
裟,
罫,
賎,"あや（しい）,いや（しい）,いや（しめる）,やす（い）"
蒼,"あお（い）,しげ（る）"
搔,か（く）
靖,"やす（い）,やす（らか）,やす（んじる）"
嘩,かまびす（しい）
瑞,めでた（い）
葦,
溢,"あふ（れる）,おご（る）,こぼ（れる）,す（ぎる）,み（ちる）"
鉦,
蛸,
溯,"さかのぼ（る）,む（かう）"
蒋,
碗,
煉,ね（る）
蓮,
鼠,
稜,
楯,
蛾,
溜,"したた（る）,た（まる）,た（める）"
舜,
蜎,うつく（しい）
詫,"ほこ（る）,わ（びる）"
楚,
遁,"しりご（みする）,のが（れる）"
稔,"つ（む）,みの（る）"
牒,
厩,
蔀,おお（い）
嘘,"は（く）,ふ（く）"
煽,"あお（り）,あお（る）,おこ（る）,おだ（てる）"
蔭,"おお（う）,しげ（る）"
榊,
碩,おお（きい）
厭,"あ（きる）,いと（う）,おさ（える）"
鳳,
閤,
頚,
箆,
碧,あお（い）
漉,"こ（す）,したた（らせる）,す（く）"
廐,
廏,
厰,
摺,"くじ（く）,す（る）,たた（む）"
鳶,
瑳,みが（く）
蔣,
膏,"うるお（す）,こ（える）"
翠,
塵,
蔚,
斡,"つかさど（る）,めぐ（る）"
𨻶,
屢,
頗,"かたよ（る）,すこぶ（る）"
飴,
賑,"にぎ（やか）,にぎ（わう）"
摑,つか（む）
駁,"なじ（る）,ま（じる）"
槙,
蔓,はびこ（る）
裳,
嶋,
僑,やど（る）
箔,
窪,くぼ（む）
緋,
輔,たす（ける）
綴,"つづ（る）,と（じる）"
綜,"す（べる）,まじ（える）"
爾,そ（の）
熔,"い（る）,と（かす）,と（ける）"
赫,"あか（い）,かがや（く）,さか（ん）"
嘉,"よ（い）,よみ（する）"
樺,
榎,
槍,
魁,おお（きい）
綾,
漕,"こ（ぐ）,はこ（ぶ）"
綬,
蜘,
鉾,
竪,た（つ）
潅,そそ（ぐ）
聡,さと（い）
蝋,
鞄,
暢,"の（びる）,の（べる）,とお（る）"
腿,
嘗,"かつ（て）,こころ（みる）,な（める）"
劃,"くぎ（る）,わ（かつ）"
銚,
榛,
箕,
銑,
槌,う（つ）
蔦,
漣,
肇,"はじ（め）,はじ（める）"
廓,"ひろ（い）,ひろ（げる）,むな（しい）"
蓬,
潑,"そそ（ぐ）,は（ねる）"
篇,
蝿,
漑,"すす（ぐ）,そそ（ぐ）"
噓,"は（く）,ふ（く）"
劉,"ころ（す）,つら（ねる）"
蝱,
駕,"しの（ぐ）,の（る）"
蕃,"しげ（る）,ふ（える）"
蝦,
撹,"ま（ぜる）,みだ（す）"
鞍,
幡,ひるがえ（る）
慾,ほっ（する）
㵎,
磐,わだかま（る）
撫,な（でる）
鴇,
鋒,
鴎,
慧,"かしこ（い）,さと（い）"
毅,"たけ（し）,つよ（い）"
緬,"とお（い）,はる（か）"
蕪,"あ（れる）,しげ（る）,みだ（れる）"
誼,よ（い）
聨,"つら（なる）,つら（ねる）"
僻,"かたよ（る）,ひが（む）"
鋪,し（く）
麹,
槻,
嬉,"あそ（ぶ）,うれ（しい）,たの（しむ）"
駈,"か（ける）,か（る）,お（う）"
澗,
諌,いさ（める）
翫,"あじ（わう）,あなど（る）,むさぼ（る）,もてあそ（ぶ）"
誹,そし（る）
諒,さと（る）
蕎,
廟,
鋲,
遼,はる（か）
麪,
鴈,
魯,おろ（か）
噌,かまびす（しい）
樋,
噂,
噛,"かじ（る）,か（む）"
蕉,
潴,"た（まる）,みずたま（り）"
醇,"あつ（い）,もっぱ（ら）"
蕋,
蕊,
蝶,
箭,
樟,
撰,えら（ぶ）
糎,
廠,
賤,"あや（しい）,いや（しい）,いや（しめる）,やす（い）"
撒,ま（く）
撚,"ひね（る）,よ（り）,よ（る）"
鋤,す（く）
蝉,"うつく（しい）,つづ（く）"
樗,
撞,つ（く）
蕨,
蝕,むしば（む）
鄭,ねんご（ろ）
歎,"たた（える）,なげ（く）"
箪,
糊,
播,"し（く）,ま（く）"
廚,
蕩,"あら（う）,うご（かす）,うご（く）,とろ（ける）,はら（う）"
諏,"と（う）,はか（る）"
髭,
鴬,
鴦,
輯,"あつ（める）,やわ（らぐ）"
橢,
豎,た（つ）
鴨,
樫,
鴛,
薙,"か（る）,そ（る）,な（ぐ）"
篦,
醍,
蹄,
穆,やわ（らぐ）
穐,
錫,たま（う）
諫,いさ（める）
窺,"うかが（う）,のぞ（く）"
舘,
鴫,
諜,"うかが（う）,さぐ（る）,しめ（す）"
樽,
薮,
翰,と（ぶ）
餐,"く（う）,の（む）"
橘,
憐,"あわ（れみ）,あわ（れむ）"
頸,
穎,すぐ（れる）
橡,
叡,"あき（らか）,かしこ（い）,さと（い）"
篭,"こ（もる）,こ（める）"
錐,
頴,すぐ（れる）
錘,
錆,さ（びる）
縞,
鞘,
噸,
醐,
儘,ことごと（く）
諺,
醗,かも（す）
錨,
彊,"し（いる）,つと（める）,つよ（い）"
樵,"きこ（る）,こ（る）"
謂,"い（う）,いわ（れ）"
黛,
鮎,
噺,
鮒,
薗,
蕗,
澱,よど（む）
鋸,
燕,くつろ（ぐ）
繋,"か（かる）,つな（がる）,つな（ぐ）,とら（える）"
駿,すぐ（れる）
嬰,"ふ（れる）,めぐ（る）"
嶺,
薯,
擢,"ぬき（んでる）,ぬ（く）"
輿,"おお（い）,の（せる）"
霞,かす（む）
燭,
鍔,
燐,
檜,
繍,うつく（しい）
鮪,
鮭,
鍬,
醤,
曙,
甑,
糟,
篠,
螺,
聯,"つら（なる）,つら（ねる）"
鍾,"あつ（まる）,あつ（める）"
鍍,
竃,
鴻,おお（きい）
檎,
糠,
瞥,み（る）
徽,よ（い）
濤,
鮫,
鞠,"かが（む）,とりしら（べる）,やしな（う）"
藁,
膿,う（む）
磯,
癌,
瓢,
薩,
濠,
壕,
濡,"うるお（う）,とどこお（る）,ぬ（れる）"
禦,"つよ（い）,ふせ（ぐ）"
燦,"あき（らか）,あざ（やか）,きら（めく）"
檀,
糞,"けが（れ）,つちか（う）,はら（う）"
嬬,よわ（い）
趨,"うなが（す）,おもむ（く）,はし（る）,はや（い）"
橿,
簞,
鯉,
藪,
鵜,
鞭,むちう（つ）
鵠,しろ（い）
謬,あやま（る）
檮,おろ（か）
叢,むら（がる）
襖,
嚢,
蟬,"うつく（しい）,つづ（く）"
蹟,
鎔,"い（る）,と（かす）,と（ける）"
儲,"たくわ（える）,もう（け）,もう（ける）"
擾,"さわ（ぐ）,な（らす）,みだ（れる）,わずら（わしい）"
鎧,よろ（う）
雛,
瀆,"あなど（る）,けが（す）"
嚙,"かじ（る）,か（む）"
軀,
鎗,
鎚,
醬,
麿,
穣,"みの（る）,ゆた（か）"
鹸,
簾,
簸,"あお（る）,ひ（る）"
瀕,"せま（る）,そ（う）"
鯖,
曝,"さら（ける）,さら（す）,さらば（える）"
蘇,よみがえ（る）
贋,
繫,"か（かる）,つな（がる）,つな（ぐ）,とら（える）"
繡,うつく（しい）
顚,"くつがえ（る）,たお（れる）"
麴,
禱,"いの（る）,まつ（る）"
蠅,
蠏,
蘂,
醱,かも（す）
瀞,
顛,"くつがえ（る）,たお（れる）"
鵬,
騨,
鯛,
寵,"いつく（しむ）,めぐ（み）,めぐ（む）"
蘭,
蟹,
蟻,
瀦,"た（まる）,みずたま（り）"
麒,
鯵,
櫛,くしけず（る）
藷,
櫓,
禰,
轍,
簾,
鵡,
鏑,
礪,"と（ぐ）,みが（く）"
馨,"かお（り）,かお（る）,かぐわ（しい）,かんば（しい）"
耀,かがや（く）
蠣,
鐙,
鰐,
纂,"あつ（める）,つ（ぐ）"
巌,けわ（しい）
灌,そそ（ぐ）
礦,
鰍,
轟,とどろ（く）
蠟,
鰭,
竈,
鐸,
龝,
鶯,
鰯,
纏,"まつ（る）,まつ（わる）,まと（う）,まと（める）"
鑓,
韃,むちう（つ）
灘,
驒,
鰻,
囊,
聾,
鱈,
纒,"まつ（る）,まつ（わる）,まと（う）,まと（める）"
饗,"う（ける）,もてな（す）"
讃,"たす（ける）,たた（える）,ほ（める）"
轡,
鷗,
鰺,
鷲,
鱒,
鰹,
攪,"ま（ぜる）,みだ（す）"
鷺,
鹼,
麟,
鱗,
鷹,
讚,"たす（ける）,たた（える）,ほ（める）"
鸚,
戶,
內,"い（る）,い（れる）"
册,た（てる）
收,"おさ（まる）,おさ（める）"
羽,
佛,
壯,さか（ん）
沒,"おぼ（れる）,しず（む）,し（ぬ）,な（い）"
每,むさぼ（る）
成,"な（す）,な（る）"
步,"あゆ（む）,ある（く）"
免,"まぬか（れる）,う（む）,や（める）,ゆる（す）"
芽,めぐ（む）
尙,"くわ（える）,たっと（ぶ）,とうと（ぶ）"
狀,
拔,"ぬ（かす）,ぬ（かる）,ぬ（く）,ぬ（ける）"
戾,"もど（す）,もど（る）,いた（る）,もと（る）"
爭,"あらそ（う）,いさ（める）"
舍,"お（く）,やど（る）"
靑,あお（い）
卑,"いや（しい）,いや（しむ）,いや（しめる）,ひく（い）"
社,
兒,
周,"まわ（り）,あまね（く）,めぐ（る）"
屆,"とど（く）,とど（ける）"
卷,ま（く）
兩,ふた（つ）
拂,はら（う）
亞,つ（ぐ）
來,"く（る）,きた（す）,きた（る）,き（し）,こ（し）"
𦤶,いた（す）
者,
突,つ（く）
卽,"すなわ（ち）,つ（く）"
侮,あなど（る）
勉,つと（める）
拜,おが（む）
彥,
祉,さいわ（い）
恆,つね（に）
祈,いの（る）
臭,"くさ（い）,にお（う）"
海,
莊,おごそ（か）
莖,
祖,はじ（め）
郞,
祝,"いわ（う）,た（つ）,の（る）,のろ（う）"
徑,ただ（ちに）
涉,"かか（わる）,わた（る）"
祐,"たす（け）,たす（ける）"
缺,"か（く）,か（ける）"
悔,"く（いる）,くや（しい）,く（やむ）"
峽,
眞,
狹,"せば（まる）,せば（める）,せま（い）"
乘,"の（せる）,の（る）"
晉,すす（む）
氣,
效,"き（く）,いた（す）,なら（う）"
姬,
城,
挾,"はさ（まる）,はさ（む）,さしはさ（む）"
倂,"あわ（せる）,しか（し）,なら（ぶ）"
